npsn,nama_sekolah,alamat,kelurahan,status,kecamatan,kabupaten,jenjang
20232787,SD NEGERI GIRI MEKAR,Jl Sari Ater Rt23/05,Palasari,NEGERI,Ciater,Kab. Subang,dikdas
20232788,SD NEGERI GIRI MEKARSARI,kp Nagrog Rt 21 Rw 07,Palasari,NEGERI,Ciater,Kab. Subang,dikdas
20232864,SD NEGERI KARANGMADU,Jl.Kp. Banceuy RT.017 RW.006,Sanca,NEGERI,Ciater,Kab. Subang,dikdas
20232963,SD NEGERI MARGA ASIH,Cibeusi,Cibeusi,NEGERI,Ciater,Kab. Subang,dikdas
20233043,SD NEGERI NAGRAK,Nagrak Jalan Nagrak,Nagrak,NEGERI,Ciater,Kab. Subang,dikdas
20233046,SD NEGERI NEGLASARI,Kp.Neglasari,Cibeusi,NEGERI,Ciater,Kab. Subang,dikdas
20233074,SD NEGERI PALASARI,Jl. Sari Sandi Desa Palasari,Palasari,NEGERI,Ciater,Kab. Subang,dikdas
20233116,SD NEGERI PASIR INDAH,Kamp Gunung Nutug,Cisaat,NEGERI,Ciater,Kab. Subang,dikdas
20233214,SD NEGERI SANCA I,Jalan Desa Sanca,Sanca,NEGERI,Ciater,Kab. Subang,dikdas
20233215,SD NEGERI SANCA III,Sanca,Sanca,NEGERI,Ciater,Kab. Subang,dikdas
20233267,SD NEGERI SIRNAGALIH,Pangkalan,Sanca,NEGERI,Ciater,Kab. Subang,dikdas
20233299,SD NEGERI SUKAMAJU,Kmp. Citepus Desa Cibitung,Cibitung,NEGERI,Ciater,Kab. Subang,dikdas
20233501,SD NEGERI TEGALLEGA,Kp. sukamaju,Palasari,NEGERI,Ciater,Kab. Subang,dikdas
69955367,SDIT AR-RAHMAN,Jl. Bukasari No. 19,Palasari,SWASTA,Ciater,Kab. Subang,dikdas
70056343,SDIT NAJMI,Kavling Hasanah Ciater Hills Kp. Cijolang RT. 036 RW. 009,Palasari,SWASTA,Ciater,Kab. Subang,dikdas
70005879,SMP AL-MUSTAQIEM BOARDING SCHOOL CIATER,Kp. Dangdeur RT. 007/002,Sanca,SWASTA,Ciater,Kab. Subang,dikdas
69899663,SMP IT AL-JUMHURIYAH,Kp. Nagrog RT 20 RW 07,Palasari,SWASTA,Ciater,Kab. Subang,dikdas
20233610,SMP NEGERI 1 CIATER,Jl. Karya Bhakti,Palasari,NEGERI,Ciater,Kab. Subang,dikdas
69950358,SMP PLUS CIBITUNG,Kp.Cibitung,Cibitung,SWASTA,Ciater,Kab. Subang,dikdas
70058744,MI NURUSSALAM,Jl. Loji-Cariu Kp. Jaban,Kertasari,SWASTA,Pangkalan,Kab. Karawang,dikdas
70029313,MI TARBIYATUL ATHFAL,Kp. Kidangranggah Rt 001 Rw 001,Cintaasih,SWASTA,Pangkalan,Kab. Karawang,dikdas
70048827,MIS RIYADUL HIDAYAH,Kp. Kereteg Rt 005 Rw 002,Kec. Pangkalan,SWASTA,Pangkalan,Kab. Karawang,dikdas
20279231,MTSS SIROJUL ATHFAL,Jl. Raya Pangkalan-Loji Citaman Rt. 04/01,Tamansari,SWASTA,Pangkalan,Kab. Karawang,dikdas
69956392,Muadalah Wustah Tarbiyatul Muta`alimin Al Islamiyyah Daarul Qurán Karawang,Jl. Raya Loji-Cariu Tegal Panjang,Cintaasih,SWASTA,Pangkalan,Kab. Karawang,dikdas
70008158,SD IT AL-ANSHORIYAH,Kp. Bakan Pedes RT 010/005,Cintaasih,SWASTA,Pangkalan,Kab. Karawang,dikdas
20236100,SDN CINTAASIH I,Kp. Tegaloa,Cintaasih,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236101,SDN CINTAASIH II,Kp. Bakanraminten,Cintaasih,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236102,SDN CINTAASIH III,Kp Cijago,Cintaasih,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236128,SDN CIPTASARI I,Dusun Krajan RT 01 RW 01,Ciptasari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236129,SDN CIPTASARI II,Kp. Karajan,Ciptasari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236130,SDN CIPTASARI III,Kp. Baru,Ciptasari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236220,SDN JATILAKSANA I,Kp. Jati  II,Jatilaksana,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236221,SDN JATILAKSANA II,Kp. Cibarengkok,Jatilaksana,NEGERI,Pangkalan,Kab. Karawang,dikdas
20253606,SDN KERTASARI I,Kp. Baged,Kertasari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236407,SDN KERTASARI II,Kp. Nanggerang,Kertasari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20253607,SDN KERTASARI III,Kp. Lamping,Kertasari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20253608,SDN KERTASARI IV,Kp Cigintung RT 10 RW 04,Kertasari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236523,SDN MEDALSARI I,Parungtanggulun,Medalsari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236524,SDN MEDALSARI II,Kp. Tegal wareng RT 13 RW 01,Medalsari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236525,SDN MEDALSARI III,Kp Bakan jati,Medalsari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236526,SDN MEDALSARI IV,Kp. Tegal Kupa,Medalsari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236570,SDN MULANGSARI I,Kp. Bakan Cigeuntis,Mulangsari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236571,SDN MULANGSARI II,Kp. Jatinunggal RT 08 RW 06,Mulangsari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236572,SDN MULANGSARI III,Kp. Bakan Setu,Mulangsari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236573,SDN MULANGSARI IV,Kp. Malingping,Mulangsari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236921,SDN TAMANMEKAR I,Kp. Cihamulu,Tamanmekar,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236922,SDN TAMANMEKAR II,Kp. Kereteg,Tamanmekar,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236923,SDN TAMANMEKAR III,Kp. Citaman,Tamanmekar,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236924,SDN TAMANMEKAR IV,Kp. Kereteg,Tamanmekar,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236925,SDN TAMANSARI I,Kp.Citaman,Tamansari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236926,SDN TAMANSARI II,Kp. Parunglaksana,Tamansari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236927,SDN TAMANSARI III,Kp. Taneuh Beureum,Tamansari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20236928,SDN TAMANSARI IV,Kp. Cijaleka,Tamansari,NEGERI,Pangkalan,Kab. Karawang,dikdas
70059883,SMPIT DARUL QURO,Bakan Kadu RT.13 RW.06,Cintaasih,SWASTA,Pangkalan,Kab. Karawang,dikdas
20217905,SMPN 1 PANGKALAN,Jln.Raya Pangkalan-loji,Jatilaksana,NEGERI,Pangkalan,Kab. Karawang,dikdas
20217928,SMPN 2 PANGKALAN,Jl. Kertasari - Pangkalan,Kertasari,NEGERI,Pangkalan,Kab. Karawang,dikdas
20265264,SMPN SATU ATAP 1 PANGKALAN,Kp Cihamulu,Tamanmekar,NEGERI,Pangkalan,Kab. Karawang,dikdas
60709133,MIS TARBIYATUL ULUM,Jl.Kutatandingan Kp.Cisaga RT.31/15,Kutanegara,SWASTA,Ciampel,Kab. Karawang,dikdas
70010438,MTSS TARBIYATUL ULUM,JL. KUTATANDINGAN DUSUN LIOSARI,Mulyasejati,SWASTA,Ciampel,Kab. Karawang,dikdas
69980928,SD ISLAM ALIEF,Perum Griya Indah A1/15 RT 007 RW 002,Parungmulya,SWASTA,Ciampel,Kab. Karawang,dikdas
20236459,SDN KUTAMEKAR I,Dusun Gintung,Kutamekar,NEGERI,Ciampel,Kab. Karawang,dikdas
20236460,SDN KUTAMEKAR II,Dusun Sukasari,Kutamekar,NEGERI,Ciampel,Kab. Karawang,dikdas
20236466,SDN KUTANAGARA I,Dusun Pasir Randu,Kutanegara,NEGERI,Ciampel,Kab. Karawang,dikdas
20236468,SDN KUTANAGARA II,Dusun Cidampa,Kutanegara,NEGERI,Ciampel,Kab. Karawang,dikdas
20236429,SDN KUTAPOHACI I,Kp. Krajan,Kutapohaci,NEGERI,Ciampel,Kab. Karawang,dikdas
20236430,SDN KUTAPOHACI II,Dusun Pasir Karees,Kutapohaci,NEGERI,Ciampel,Kab. Karawang,dikdas
20236579,SDN MULYASARI I,Dusun Kaum,Mulyasari,NEGERI,Ciampel,Kab. Karawang,dikdas
20236580,SDN MULYASARI II,Kampung Sawah,Mulyasari,NEGERI,Ciampel,Kab. Karawang,dikdas
20236582,SDN MULYASARI III,Dusun Kaum Kp. Pasirkadongdong Rt.015 Rw.006,Mulyasari,NEGERI,Ciampel,Kab. Karawang,dikdas
20236583,SDN MULYASEJATI I,Kp. Asem,Mulyasejati,NEGERI,Ciampel,Kab. Karawang,dikdas
20236584,SDN MULYASEJATI II,Kmp. Sukamanah,Mulyasejati,NEGERI,Ciampel,Kab. Karawang,dikdas
20236585,SDN MULYASEJATI III,Dusun Liosari Rt/Rw. 023/012,Mulyasejati,NEGERI,Ciampel,Kab. Karawang,dikdas
20236586,SDN MULYASEJATI IV,Dusun  Pasir Pogor,Mulyasejati,NEGERI,Ciampel,Kab. Karawang,dikdas
20236650,SDN PARUNGMULYA,Dusun Simargalih,Parungmulya,NEGERI,Ciampel,Kab. Karawang,dikdas
20236970,SDN TEGALLEGA I,Dusun Narogtog RT.004 RW.002,Tegalega,NEGERI,Ciampel,Kab. Karawang,dikdas
20236971,SDN TEGALLEGA II,Dusun Parungnala,Tegalega,NEGERI,Ciampel,Kab. Karawang,dikdas
20237190,SMP KAWASAN INDUSTRI CIAMPEL,Jl Kawasan Industri BTB.IX,Kutamekar,SWASTA,Ciampel,Kab. Karawang,dikdas
20217924,SMPN 1 CIAMPEL,Jl. Gono Tirtowidjojo,Kutapohaci,NEGERI,Ciampel,Kab. Karawang,dikdas
20217858,SMPN 2 CIAMPEL,Jl. Karanganyar,Mulyasejati,NEGERI,Ciampel,Kab. Karawang,dikdas
70048906,MI AL IJTIHADIYYAH,Dusun Pasir Panjang,Kec. Klari,SWASTA,Klari,Kab. Karawang,dikdas
60709177,MIS AL IANAH,Jl. Raya Kosambi No. 06 RT.  20 RW. 06,Duren,SWASTA,Klari,Kab. Karawang,dikdas
69888345,MIS Al Istiqlal,Dusun Cirejag I RT. 06 RW 03,Cibalongsari,SWASTA,Klari,Kab. Karawang,dikdas
70005527,MIS AL UMM,DUSUN CIBALADO RT. 029 RW. 008,Gintungkerta,SWASTA,Klari,Kab. Karawang,dikdas
60709179,MIS AL-IKHLAS GINTUNG KOLOT,Dusun Gintung Kolot RT. 017 RW. 004,Gintungkerta,SWASTA,Klari,Kab. Karawang,dikdas
70002896,MIS BANI `ALWAN,DUSUN KOPO RT/RW. 010/002 DESA KLARI KEC. KLARI,Klari,SWASTA,Klari,Kab. Karawang,dikdas
69956180,MIS Daarul Qur an,Jl. Telagasari No.17 Kawali,Duren,SWASTA,Klari,Kab. Karawang,dikdas
70048166,MIS MODERN ASSHOFWAN,Dusun Cibalado,Kec. Klari,SWASTA,Klari,Kab. Karawang,dikdas
60709178,MIS NIHAYATUL HIDAYAH,Jl. H. Sayuti No. 20 RT. 02/01,Sumurkondang,SWASTA,Klari,Kab. Karawang,dikdas
60709180,MIS NURUL FALAH CIBALONGSARI,Perum De Griya Blok B11 No 09 Desa Cibalongsari Kec Klari Kab Karawang,Cibalongsari,SWASTA,Klari,Kab. Karawang,dikdas
60709181,MIS RAUDHOTUL JANNAH,Kp. Mangga Besar 1 RT. 11/03,Walahar,SWASTA,Klari,Kab. Karawang,dikdas
70044269,MTS ARRAUDHOH NURUL HIKMAH,Jl Wirabangsa Dusun Gintung Kolot RT.017 RW.004,Kec. Klari,SWASTA,Klari,Kab. Karawang,dikdas
20279223,MTSS AL FURQON,Jl. Telagasari No. 17 Kawali,Duren,SWASTA,Klari,Kab. Karawang,dikdas
20279195,MTSS AL IANAH,Jl. Raya Kosambino 02 Rt 20/06,Klari,SWASTA,Klari,Kab. Karawang,dikdas
70027540,MTsS AL-ISTIQLAL,"Dusun Cirejag 1 RT 06 RW 03, Desa Cibalongsari, Kec. Klari  Karawang",Cibalongsari,SWASTA,Klari,Kab. Karawang,dikdas
70010474,MTSS MODERN ASSHOFWAN,DUSUN.CIBALADO RT 043/008,Gintungkerta,SWASTA,Klari,Kab. Karawang,dikdas
70060592,SD ABATA ISLAMIC SCHOOL 2,Jl. Saluyu Perum Kartika Residence,Klari,SWASTA,Klari,Kab. Karawang,dikdas
70010470,SD IT AL ISTIQOMAH 2,Dusun Cirejag RT 001/003,Cibalongsari,SWASTA,Klari,Kab. Karawang,dikdas
70005861,SD IT JAGAT ARSY,Dusun Munjul Kidul RT 034/006,Curug,SWASTA,Klari,Kab. Karawang,dikdas
70043249,SD IT SEHATI BINA INSANI,Perumahan Citra Swarna Grande No.Kav.1,Pancawati,SWASTA,Klari,Kab. Karawang,dikdas
70054636,SD IT SEHATI BINA INSANI 2,Area Perumahan Citra Swarna Grande,Pancawati,SWASTA,Klari,Kab. Karawang,dikdas
69965139,SD IT TUNAS MANDIRI,"Jl Raya Kosambi KM 12,5, Kp. Kosambi II, Rt:25/Rw:07",Duren,SWASTA,Klari,Kab. Karawang,dikdas
70062055,SD TAHFIDZ IBNU UMAR,Jl. Perum Puri Kosambi 1 Blk. TT No.19-21,Duren,SWASTA,Klari,Kab. Karawang,dikdas
70053409,SDIT AL - MAWA,"Klari Regency Blok E Nomor 3,6,7 dan blok F Nomor 6,7 dan 9 Desa Klari",Klari,SWASTA,Klari,Kab. Karawang,dikdas
70011947,SDIT AL FIRDAUS,Dusun Gintung Kebon RT/RW 008/003,Gintungkerta,SWASTA,Klari,Kab. Karawang,dikdas
20237083,SDIT AL ISTIQOMAH,Perum Puri Kosambi RT 045 RW 015,Duren,SWASTA,Klari,Kab. Karawang,dikdas
70026731,SDIT AL-IKHLAS CIREJAG,Dusun Cirejag I RT 004/003,Cibalongsari,SWASTA,Klari,Kab. Karawang,dikdas
69955292,SDIT BINTANG ANNISAA,Jl. Simpang Tiga No 4C RT 020 RW 006,Duren,SWASTA,Klari,Kab. Karawang,dikdas
70052437,SDIT IZZATUL ISLAM,Dusun Jatimulya RT.013 RW.003,Klari,SWASTA,Klari,Kab. Karawang,dikdas
69873936,SDIT MTA KARAWANG,Jalan Kalihurip RT 006 RW 002,Duren,SWASTA,Klari,Kab. Karawang,dikdas
70057321,SDIT MUTIARA ALAM,Kampung Kawali RT.03/RW.04,Pancawati,SWASTA,Klari,Kab. Karawang,dikdas
70059858,SDIT NURUL IMAM 3,Jl. Trisakti Perumahan Klari Indah Permata RT.028 RW.008,Klari,SWASTA,Klari,Kab. Karawang,dikdas
20235980,SDN ANGGADITA I,Dusun Sukaresmi RT 15 RW 05,Anggadita,NEGERI,Klari,Kab. Karawang,dikdas
20235981,SDN ANGGADITA II,Dusun Rumambe II RT 04 RW 02,Anggadita,NEGERI,Klari,Kab. Karawang,dikdas
20235982,SDN ANGGADITA III,Dusun Sukamulya RT 22 RW 06,Anggadita,NEGERI,Klari,Kab. Karawang,dikdas
20235983,SDN ANGGADITA IV,Jalan Raya Klari RT 19 RW 06,Anggadita,NEGERI,Klari,Kab. Karawang,dikdas
20235984,SDN ANGGADITA V,Dusun Dukuh RT 028 RW 007,Anggadita,NEGERI,Klari,Kab. Karawang,dikdas
20236192,SDN BELENDUNG I,Jalan Raya Kosambi -Telagasari Dusun Krajan RT 04 RW 02,Belendung,NEGERI,Klari,Kab. Karawang,dikdas
20236014,SDN BELENDUNG II,Dusun Sembang,Belendung,NEGERI,Klari,Kab. Karawang,dikdas
20236015,SDN BELENDUNG III,Dusun Pundong RT 03 RW 03,Belendung,NEGERI,Klari,Kab. Karawang,dikdas
20236016,SDN BELENDUNG IV,Dusun Boled RT 03 RW 04,Belendung,NEGERI,Klari,Kab. Karawang,dikdas
20236039,SDN CIBALONGSARI I,Dusun Krajan RT 04 RW 01,Cibalongsari,NEGERI,Klari,Kab. Karawang,dikdas
20236040,SDN CIBALONGSARI II,Jalan Kosambi-Telagasari Dusun Cirejag RT 02 RW 03,Cibalongsari,NEGERI,Klari,Kab. Karawang,dikdas
20236041,SDN CIBALONGSARI III,Dusun Pasir Panjang RT 004 RW 002,Cibalongsari,NEGERI,Klari,Kab. Karawang,dikdas
20236418,SDN CIBALONGSARI IV,Dusun Cirejag I RT 006 RW 003,Cibalongsari,NEGERI,Klari,Kab. Karawang,dikdas
20236097,SDN CIMAHI I,Dusun Krajan RT 04 RW 01,Cimahi,NEGERI,Klari,Kab. Karawang,dikdas
20236098,SDN CIMAHI II,Dusun Caringin RT 01 RW 04,Cimahi,NEGERI,Klari,Kab. Karawang,dikdas
20236148,SDN CURUG I,Jalan Raya Curug- Kosambi RT 018 RW 003,Curug,NEGERI,Klari,Kab. Karawang,dikdas
20236149,SDN CURUG II,"Komplek PJT II,  RT 39  RW 07",Curug,NEGERI,Klari,Kab. Karawang,dikdas
20236150,SDN CURUG III,Dusun Jalan Bedeng RT 23 RW 04,Curug,NEGERI,Klari,Kab. Karawang,dikdas
20236151,SDN CURUG IV,Dusun Parungkadali RT 042 RW 008,Curug,NEGERI,Klari,Kab. Karawang,dikdas
20236152,SDN CURUG V,Dusun Cilentah RT 05  RW 01,Curug,NEGERI,Klari,Kab. Karawang,dikdas
20236188,SDN DUREN I,Jl Raya Kosambi RT 023 RW 006,Duren,NEGERI,Klari,Kab. Karawang,dikdas
20236190,SDN DUREN II,Dusun Duren RT 16 RW 05,Duren,NEGERI,Klari,Kab. Karawang,dikdas
20236191,SDN DUREN III,Dusun Karangsari,Duren,NEGERI,Klari,Kab. Karawang,dikdas
20236013,SDN DUREN IV,Perum Bumi Kosambi Permai RT 008 RW 003,Duren,NEGERI,Klari,Kab. Karawang,dikdas
20236205,SDN GINTUNGKERTA I,Jalan Raya Klari RT 05 RW 01,Gintungkerta,NEGERI,Klari,Kab. Karawang,dikdas
20236206,SDN GINTUNGKERTA II,Dusun Gintung Tengah RT 20 RW 05,Gintungkerta,NEGERI,Klari,Kab. Karawang,dikdas
20236207,SDN GINTUNGKERTA III,Dusun Gintung Kebon RT 11 RW 03,Gintungkerta,NEGERI,Klari,Kab. Karawang,dikdas
20236289,SDN KARANGANYAR I,Dusun Karanganyar RT 012 RW 003,Karanganyar,NEGERI,Klari,Kab. Karawang,dikdas
20236290,SDN KARANGANYAR II,Dusun Cariu RT 08 RW 02,Karanganyar,NEGERI,Klari,Kab. Karawang,dikdas
20236291,SDN KARANGANYAR III,Dusun Pasirwaru,Karanganyar,NEGERI,Klari,Kab. Karawang,dikdas
20236419,SDN KIARAPAYUNG I,Jl. Kawasan Industri Texmaco RT 003 RW 001,Kiarapayung,NEGERI,Klari,Kab. Karawang,dikdas
20236420,SDN KLARI I,Dusun Jatimulya  RT 011 RW 003,Klari,NEGERI,Klari,Kab. Karawang,dikdas
20236421,SDN KLARI II,Dusun Krajan RT 05 RW 01,Klari,NEGERI,Klari,Kab. Karawang,dikdas
20236622,SDN PANCAWATI I,Jln Raya Pancawati RT 002 RW 001,Pancawati,NEGERI,Klari,Kab. Karawang,dikdas
20236626,SDN PANCAWATI II,Jalan Kosambi-telagasari Dusun Kawali RT 06 RW 04,Pancawati,NEGERI,Klari,Kab. Karawang,dikdas
20236623,SDN PANCAWATI III,Dusun Bakan Jati RT 04 RW 03,Pancawati,NEGERI,Klari,Kab. Karawang,dikdas
69946513,SDN PANCAWATI IV,Jl Pancawati,Pancawati,NEGERI,Klari,Kab. Karawang,dikdas
20236909,SDN SUMURKONDANG I,Jalan Raya Kosambi Curug,Sumurkondang,NEGERI,Klari,Kab. Karawang,dikdas
20236910,SDN SUMURKONDANG II,Dusun Serang RT 10 RW 04,Sumurkondang,NEGERI,Klari,Kab. Karawang,dikdas
20237034,SDN WALAHAR I,Dusun Jatimulya  RT 08 RW 02,Walahar,NEGERI,Klari,Kab. Karawang,dikdas
20237036,SDN WALAHAR II,Dusun Jatimulya RT 17 RW 02,Walahar,NEGERI,Klari,Kab. Karawang,dikdas
20235975,SDS ADYA PRATAMA,Perum Karawang Baru Blok A1. No.3 RT 033 RW 007,Karanganyar,SWASTA,Klari,Kab. Karawang,dikdas
70000624,SMP GARUDA NASIONAL,Kp. Karanganyar,Karanganyar,SWASTA,Klari,Kab. Karawang,dikdas
70003629,SMP IT AL-ISTIQOMAH GLOBAL SCHOOL,Dusun Karang Anyar RT 034/010,Duren,SWASTA,Klari,Kab. Karawang,dikdas
69995702,SMP IT SEHATI BINA INSANI,Perumahan Citra Swarna Grande Kav.1,Pancawati,SWASTA,Klari,Kab. Karawang,dikdas
20237327,SMP PGRI KLARI,Jalan Raya Kosambi No. 23 Klari Karawang,Duren,SWASTA,Klari,Kab. Karawang,dikdas
20217908,SMPN 1 KLARI,Jl. Raya Kosambi,Duren,NEGERI,Klari,Kab. Karawang,dikdas
20217930,SMPN 2 KLARI,Jl.Raya PJT. II Curug,Curug,NEGERI,Klari,Kab. Karawang,dikdas
20217887,SMPN 3 KLARI,Jln. Raya Belendung Km.5 Klari,Belendung,NEGERI,Klari,Kab. Karawang,dikdas
20237293,SMPN 4 KLARI,Jl. Rumambe RT 22 RW 06,Anggadita,NEGERI,Klari,Kab. Karawang,dikdas
69966615,SMPN 5 KLARI,Perum Puri Kosambi II Desa Duren Klari,Duren,NEGERI,Klari,Kab. Karawang,dikdas
20253242,SMPS ISLAM PLUS AL HASANAT,Dusun Bakan Jati RT. 004 RW 003,Pancawati,SWASTA,Klari,Kab. Karawang,dikdas
69952530,SMPS IT GITA WIRABANGSA,Jln Raya Klari Dusun Krajan I,Gintungkerta,SWASTA,Klari,Kab. Karawang,dikdas
20237091,SMPS PLUS AL HIDAYAH,"JL. RAYA CURUG-KOSAMBI KEC, KLARI",Curug,SWASTA,Klari,Kab. Karawang,dikdas
60709244,MIS AT TA`AWUN TIRTAMULYA,Jl.Raya Tirtamulya Pasirmalang No.61 RT. 02/02,Tirtasari,SWASTA,Tirtamulya,Kab. Karawang,dikdas
20279251,MTSS AN NASHIR,"Jl. Raya Cikampek Parakan Km 5 Ciselang, Rt. 001/004",Parakan,SWASTA,Tirtamulya,Kab. Karawang,dikdas
20279252,MTSS AT TAUBAH,Jl. Kh. Ishak Muzawir No.1,Tirtasari,SWASTA,Tirtamulya,Kab. Karawang,dikdas
70023556,SD IT AL-IQRA,Jl. Kp. Tangkil RT 001/002,Citarik,SWASTA,Tirtamulya,Kab. Karawang,dikdas
20236019,SDN BOJONGSARI I,Bojongsari,Bojongsari,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236114,SDN CIPONDOH I,Dusun Cipondoh RT.01/01,Cipondoh,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236115,SDN CIPONDOH II,Kp. Bakan Sampeu,Cipondoh,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236139,SDN CITARIK I,Tangkil,Citarik,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236140,SDN CITARIK II,Kp Babakan Cikampek,Citarik,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236141,SDN CITARIK III,Kp. Kepuh,Citarik,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236287,SDN KAMURANG I,Kp. Gombol Nangka,Kamurang,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236288,SDN KAMURANG II,Kp Karangmulya,Kamurang,NEGERI,Tirtamulya,Kab. Karawang,dikdas
69774542,SDN KARANGJAYA I,Gombol,Karangjaya,NEGERI,Tirtamulya,Kab. Karawang,dikdas
69774543,SDN KARANGJAYA II,Kp Sukatani,Karangjaya,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236298,SDN KARANGJAYA III,Kp. Nagrak RT 01 RW 03,Karangjaya,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236319,SDN KARANGSINOM I,Kp. Karajan,Karangsinom,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236320,SDN KARANGSINOM II,Kp. Karang Benda 04/02,Karangsinom,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236412,SDN KERTAWALUYA I,Kp Waluya,Kertawaluya,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236413,SDN KERTAWALUYA II,Kp Ceplik,Kertawaluya,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236414,SDN KERTAWALUYA III,Kp Labanmulya,Kertawaluya,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236643,SDN PARAKAN I,Kp Pasirmalang,Parakan,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236644,SDN PARAKAN II,Kp.Citarik Rt 02 04,Parakan,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236645,SDN PARAKAN III,Bakan wates Rt.001 Rw. 001,Parakan,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236647,SDN PARAKANMULYA I,Kp. Pasirmalang,Parakanmulya,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20236648,SDN PARAKANMULYA II,Kp. Kalen Etek,Parakanmulya,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20237018,SDN TIRTASARI I,Pelem,Tirtasari,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20237019,SDN TIRTASARI II,Pelem,Tirtasari,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20237020,SDN TIRTASARI III,Kp. Kiaralawang,Tirtasari,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20237021,SDN TIRTASARI IV,Kp Nagasari,Tirtasari,NEGERI,Tirtamulya,Kab. Karawang,dikdas
70055840,SEKOLAH DASAR AL-QURAN AL-ALBAB,Kp. Ciselang RT.001 RW.004,Karangjaya,SWASTA,Tirtamulya,Kab. Karawang,dikdas
70049954,SMPIT BOARDING SCHOOL QURANUNA INDONESIA,Jalan Baru Kp Parakan RT. 003 RW. 002,Parakan,SWASTA,Tirtamulya,Kab. Karawang,dikdas
20217935,SMPN 1 TIRTAMULYA,Jl. Raya Tirtamulya,Citarik,NEGERI,Tirtamulya,Kab. Karawang,dikdas
20217922,SMPN 2 TIRTAMULYA,Jl. Raya Bojongsari,Bojongsari,NEGERI,Tirtamulya,Kab. Karawang,dikdas
69979393,SMPN 3 TIRTAMULYA,"Jl. Karangbenda, RT 04 / 02",Karangsinom,NEGERI,Tirtamulya,Kab. Karawang,dikdas
69753900,SMPN SATU ATAP 1 TIRTAMULYA,Jln. Tirtamulya,Kertawaluya,NEGERI,Tirtamulya,Kab. Karawang,dikdas
60709164,MIS NURUL FALAH JATISARI,Dsn. Sawah Baru RT 002/008,Kec. Jatisari,SWASTA,Jatisari,Kab. Karawang,dikdas
20279215,MTsN 2 Karawang,Jl. Raya Jatisari No. 195,Barugbug,NEGERI,Jatisari,Kab. Karawang,dikdas
20279216,MTSS HIDAYATUL ISLAMIYAH,Jl. Cilamaya Jatiragas Kaum,Jatisari,SWASTA,Jatisari,Kab. Karawang,dikdas
69956182,Nurul Islam Maryano,Perumahan Bumi Cikampek Baru Blok 4 No.1,Pacing,SWASTA,Jatisari,Kab. Karawang,dikdas
70052819,SD AL QUR`AN NURHASANAT,Jl. Cikalongsari - Cilamaya,Jatiragas,SWASTA,Jatisari,Kab. Karawang,dikdas
